,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,Country,City,USD_price
4537,Trawler,Linssen power boats,"Used boat,Diesel",2011,13.9,4.35,Steel,398,Switzerland , Bielersee ,348740.0
4538,Flybridge,Rodman power boats,"Used boat,Diesel",2004,17.36,4.9,PVC,72,Spain ," Alicante (Alacant), Espagne",348740.0
4539,Flybridge,Azimut power boats,"Used boat,Diesel",2007,15.51,4.55,GRP,127,Croatia (Hrvatska) , INFO BOOTE RIEDL ZADAR,348740.0
4540,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2019,12.67,3.87,PVC,47,France ," PORT LEUCATE, France",348740.0
4541,Hardtop,BÃ©nÃ©teau power boats,Used boat,2016,12.67,3.87,PVC,67,Netherlands ," In verkoophaven, Pays-Bas",348740.0
4542,Hardtop,Jeanneau power boats,"Used boat,Diesel",2018,9.86,3.62,GRP,77,Portugal , Faro ,348740.0
4543,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2016,13.79,4.1,GRP,228,Germany , Schleswig-Holstein ,348740.0
4544,Motor Yacht,Fairline power boats,"Used boat,Diesel",2013,12.63,4.22,GRP,110,France , Antibes (France) ,348740.0
4545,Flybridge,Astondoa power boats,"Used boat,Diesel",2016,13.9,4.28,GRP,172,Spain , Costa Blanca ,348740.0
4547,Hardtop,Azimut power boats,"Used boat,Diesel",2012,14.9,4.3,PVC,57,France ," LA GRANDE MOTTE, France",346620.0
4548,"Hardtop,Motor Yacht",BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,13.15,3.96,GRP,1780,Switzerland , Lake Geneva ,378000.0
4549,Motor Yacht,VanDutch power boats,Used boat,2013,11.98,3.5,GRP,67,France , onbekend,344500.0
4552,Motor Yacht,Princess power boats,"Used boat,Diesel",2012,13.01,3.9,GRP,115,United Kingdom , Southampton,295000.0
4554,Motor Yacht,Greenline power boats,"new boat from stock,Diesel",2020,11.96,3.75,GRP,76,Denmark , Showroom Toldbodgade 94 Randers,335888.00000000006
4557,Motor Yacht,Fairline power boats,"Used boat,Diesel",1997,20.0,5.18,GRP,60,Croatia (Hrvatska) , Split,339200.0
4558,Motor Yacht,Princess power boats,"Used boat,Diesel",2009,14.63,4.01,GRP,70,Italy , Nord Adria,339200.0
4560,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2011,15.3,4.33,GRP,47,Lebanon , Beirut,339200.0
4562,Flybridge,Riviera power boats,Used boat,2003,16.36,4.85,GRP,67,France , Frankrijk (France),339200.0
4564,Motor Yacht,Sea Ray power boats,"Used boat,Diesel",2014,14.82,4.47,PVC,97,Spain , Mallorca ,339200.0
4565,Motor Yacht,Princess power boats,"Used boat,Diesel",2002,19.93,5.08,GRP,102,Italy , Lazio ,339200.0
4566,Motor Yacht,Storebro power boats,Used boat,1994,15.2,4.55,GRP,142,Germany , TravemÃ¼nde,339200.0
4567,Hardtop,Sunseeker power boats,"Used boat,Diesel",2009,14.99,4.29,GRP,255,Germany , LÃ¼becker Bucht ,339200.0
4568,Hardtop,Sunseeker power boats,"Used boat,Diesel",2008,14.99,4.3,GRP,108,Spain , Mallorca ,339200.0
4569,Motor Yacht,Menorquin power boats,"Used boat,Diesel",2010,15.95,5.0,GRP,137,Italy , Toscana ,339200.0
4570,Motor Yacht,Cantieri di Sarnico power boats,"Used boat,Diesel",2012,14.65,4.28,GRP,66,Italy , West,339094.0
4571,Classic,Boesch power boats,"Used boat,Unleaded",1965,5.8,2.1,Wood,140,Germany , Gersthofen,338659.4
4572,Motor Yacht,Ocean Master (US) power boats,Used boat,2008,10.2,3.0,GRP,89,Switzerland , Luganersee ,372600.0
4573,Motor Yacht,Erman Yachting power boats,"new boat from stock,Diesel",2020,10.9,3.5,GRP,571,Switzerland , Lake Constance ,372600.0
4574,Flybridge,Azimut power boats,"Used boat,Diesel",2001,17.51,4.75,GRP,106,Spain , onbekend,338140.0
4577,Motor Yacht,Fairline power boats,"Used boat,Diesel",2005,15.7,4.22,GRP,103,Spain , Baleares ,338140.0
4578,Hardtop,Sealine power boats,"Display Model,Diesel",2019,11.99,3.85,GRP,142,Croatia (Hrvatska) ," Pula, Marina Veruda ",338140.0
4579,Motor Yacht,van der Heijden power boats,"Used boat,Diesel",2006,15.8,4.5,Steel,69,Netherlands , Op aanvraag - Auf Anfrage - On request,338140.0
4581,Flybridge,Ferretti power boats,"Used boat,Diesel",2008,14.35,4.35,GRP,94,Croatia (Hrvatska) , INFO DD-YACHTING,333900.0
4582,Motor Yacht,Conam power boats,"Used boat,Diesel",2008,18.45,4.3,GRP,105,Germany , Informationen BCM-Yachtsales,333900.0
4584,Motor Yacht,Fairline power boats,"Used boat,Diesel",2006,14.78,3.99,GRP,56,United Kingdom , OstkÃ¼ste,333900.0
4587,Flybridge,Jeanneau power boats,"Used boat,Diesel",2017,11.43,3.84,PVC,37,Czech Republic ," PRAGUE, RÃ©publique TchÃ¨que",333900.0
4588,Motor Yacht,Jetten power boats,Used boat,2012,13.5,4.5,Steel,149,Netherlands , BelgiÃ« - Omgeving Brugge,333900.0
4593,Hardtop,Fiart Mare power boats,"Used boat,Diesel",2008,15.45,4.39,PVC,103,France ," LA ROCHELLE, France",332840.0
4594,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2001,17.07,4.72,GRP,35,United Kingdom , Torquay,285000.0
4595,Motor Yacht,Sealine power boats,"new boat from stock,Diesel",2021,10.31,3.5,GRP,220,Switzerland , VierwaldstÃ¤ttersee ,329980.12
4600,Center console boat,Rizzardi power boats,"Used boat,Diesel",2007,14.8,4.4,GRP,25,Italy , Lazio ,328600.0
4601,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2014,11.92,4.0,GRP,74,Malta , Msida,328600.0
4602,Flybridge,Aicon power boats,"Used boat,Diesel",2007,17.4,4.8,GRP,101,Croatia (Hrvatska) , INFO BOOTE RIEDL NOVIGRAD,328600.0
4606,Motor Yacht,Tuccoli power boats,"Used boat,Diesel",2017,11.2,3.7,GRP,59,Italy , Toscana ,328600.0
4607,Hardtop,Di Donna power boats,"Used boat,Diesel",2012,13.35,4.14,GRP,66,Italy , Mar Tirreno,328600.0
4608,Motor Yacht,Apreamare power boats,Used boat,2007,13.21,4.7,GRP,52,Italy , Campania ,328600.0
4610,Motor Yacht,Uniesse power boats,"Used boat,Diesel",2004,16.2,4.6,GRP,103,Italy , Liguria ,328600.0
4611,"Center console boat,Classic",Sessa power boats,"Used boat,Diesel",2008,16.0,4.5,GRP,272,Italy , Veneto ,328600.0
4612,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,11.5,3.85,PVC,59,France ," LA GAVINE, HYERES",322240.0
4614,Motor Yacht,Jeanneau power boats,"new boat on order,Diesel",2020,11.47,3.59,GRP,40,Germany , BÃ¶nningstedt,319891.04000000004
4616,Motor Yacht,Cranchi power boats,new boat from stock,2019,11.7,3.53,GRP,94,Netherlands , onbekend,319867.72000000003
4618,Motor Yacht,Nimbus power boats,"Used boat,Diesel",2017,11.33,3.5,GRP,380,Switzerland , Murtensee ,351000.0
4621,Flybridge,Rodman power boats,Used boat,2007,17.39,4.9,GRP,45,Italy , Campania ,318000.0
4623,Hardtop,Uniesse power boats,"Used boat,Diesel",2006,14.67,4.62,GRP,55,Italy , Mar Tirreno,318000.0
4626,Motor Yacht,Fairline power boats,"Used boat,Diesel",2005,16.22,4.27,GRP,123,Spain , Mallorca ,318000.0
4629,Hardtop,Jeanneau power boats,"new boat from stock,Diesel",2019,11.62,3.62,GRP,62,Germany , Berlin ,317894.0
4630,Motor Yacht,Greenline power boats,"Display Model,Unleaded",2019,10.99,3.49,GRP,92,Spain , Baleares ,317894.0
4633,Flybridge,Sessa power boats,"Used boat,Diesel",2014,12.9,4.0,GRP,115,Spain , Mallorca ,317470.0
4634,Flybridge,Astondoa power boats,"Used boat,Diesel",2006,16.4,4.6,GRP,67,Croatia (Hrvatska) , Dalmatien,316940.0
4636,Hardtop,Menorquin power boats,"Used boat,Diesel",2006,15.0,5.0,GRP,139,Croatia (Hrvatska) , Dalmatia,316940.0
4637,Flybridge,Ferretti power boats,"Used boat,Diesel",2002,16.0,4.0,GRP,150,Croatia (Hrvatska) , Kvarner,316940.0
4639,Flybridge,Galeon power boats,"Used boat,Diesel",2017,11.75,3.48,GRP,123,Spain , Mallorca ,316940.0
4642,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2008,14.97,4.0,GRP,161,Spain , Ibiza,316940.0
4643,Hardtop,Atlantis power boats,"Used boat,Diesel",2009,15.38,4.45,GRP,108,Croatia (Hrvatska) , a.Anfrage/on request/ Kroatien /Istrien,315880.0
4645,Trawler,Smelne power boats,Used boat,2001,14.95,4.45,Steel,84,Netherlands ," Niet in verkoophaven, bezichtiging op afspraak.",315880.0
4646,Motor Yacht,Ijlstervlet power boats,Used boat,2017,11.85,3.95,Steel,46,Netherlands , Lemmer,315880.0
4647,Flybridge,Jeanneau power boats,"Used boat,Diesel",2017,11.0,3.0,PVC,33,Croatia (Hrvatska) ," Split, Croatie",315880.0
4649,Trawler,Integrity power boats,"Used boat,Diesel",2020,10.8,3.72,GRP,80,Germany , Rostock,315880.0
4651,Motor Yacht,Rapsody power boats,Used boat,2004,14.9,4.18,GRP,75,Netherlands , In verkoophaven,315880.0
4653,Motor Yacht,Sealine power boats,Used boat,2011,14.33,4.48,GRP,110,Finland , NÃ¥dendal,315880.0
4655,Flybridge,Delphia power boats,"new boat from stock,Diesel",2020,12.75,4.26,GRP,94,Poland , ab Werk,315198.42000000004
4656,Hardtop,Marex power boats,"new boat from stock,Diesel",2020,9.99,3.3,GRP,418,Switzerland , Stansstad,314941.9
4657,Motor Yacht,Pershing power boats,"Used boat,Diesel",2006,14.78,4.18,GRP,82,Italy , Jesolo,270000.0
4659,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1998,17.98,4.6,GRP,72,Spain , Costa del Sol,312965.0
4661,Trawler,Linssen power boats,"Used boat,Diesel",2000,14.95,4.75,Steel,210,Netherlands , In verkoophaven,312700.0
4667,Flybridge,Azimut power boats,"Used boat,Diesel",2011,12.35,4.05,PVC,143,Poland ," NIEPORET, Pologne",312700.0
4668,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2003,16.61,4.46,GRP,57,Germany , Neustadt in Holstein,312700.0
4669,Flybridge,Galeon power boats,"Used boat,Diesel",2007,16.26,4.76,GRP,65,Germany , INFO DD-YACHTING,312700.0
4670,Flybridge,Sunseeker power boats,"Used boat,Diesel",2003,18.64,4.57,Aluminium,120,Malta , St. Julians,312700.0
4671,Flybridge,Sunseeker power boats,"Used boat,Diesel",2001,17.37,4.6,GRP,80,Spain , Empuriabrava,312700.0
4672,Motor Yacht,Astondoa power boats,"Used boat,Diesel",2007,14.02,4.3,GRP,41,Spain , Alicante,312700.0
4673,"Cabin Boat,Motor Yacht,Trawler",Greenline power boats,"Used boat,Diesel",2018,11.99,4.25,GRP,206,Slovenia , Portoroz ,312700.0
4674,Flybridge,Azimut power boats,"Used boat,Diesel",1999,18.0,5.5,GRP,314,Italy , Veneto ,312700.0
4680,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2018,11.0,3.96,PVC,75,France ," Bandol, France",311640.0
4681,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2012,12.17,4.25,PVC,31,Spain ," DÃ©nia, Espagne",309520.0
4683,Motor Yacht,Rapsody power boats,"Used boat,Diesel",2002,15.5,4.1,GRP,162,Ostsee , Naantali ,309520.0
4685,Motor Yacht,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2020,11.29,3.96,GRP,95,Germany , Baden-WÃ¼rttemberg ,308990.0
4686,"Bowrider,Motor Yacht,Wakeboard/Wakesurf",Sea Ray power boats,"Used boat,Unleaded",2017,10.5,3.2,GRP,508,Switzerland , Lake of Zurich ,340200.0
4687,Hardtop,Galeon power boats,"new boat on order,Unleaded",2020,10.9,3.35,GRP,248,Germany , Lake Constance ,308619.0
4688,Flybridge,Princess power boats,"Used boat,Diesel",2009,14.35,3.99,PVC,103,United Kingdom ," Lincoln, Lincoln",264950.0
4689,Motor Yacht,Princess power boats,"Used boat,Diesel",2009,14.35,3.99,PVC,67,United Kingdom ," LINCOLN, Royaume Uni",264950.0
4690,Hardtop,Marex power boats,"new boat from stock,Diesel",2020,9.46,3.22,GRP,230,Switzerland , Goldach,339012.0
4691,Runabout,Menorquin power boats,Used boat,2003,15.95,5.0,GRP,63,Italy , Toscana ,307400.0
4693,Sport Boat,Giorgi power boats,"Used boat,Diesel",2014,15.2,4.2,GRP,42,Italy , Toscana ,307400.0
4696,Catamaran,Lagoon power boats,"Used boat,Diesel",2012,13.72,7.62,GRP,89,Croatia (Hrvatska) , Sibenik,307400.0
4697,Catamaran,Fountaine Pajot power boats,"Used boat,Diesel",2017,11.01,5.11,GRP,113,Portugal , Lisbon,307400.0
4698,Hardtop,Cayman power boats,"Used boat,Diesel",2007,17.0,4.65,GRP,90,Croatia (Hrvatska) , Donau ,307400.0
4701,Flybridge,Posillipo power boats,Used boat,1996,21.63,5.3,GRP,45,Italy , I West,307400.0
4702,Flybridge,Ferretti power boats,"Used boat,Diesel",2002,15.4,4.7,GRP,50,Italy , Adria,307400.0
4705,Trawler,BÃ©nÃ©teau power boats,Used boat,2013,13.88,4.25,PVC,132,Spain ," Valencia, Espagne",306870.0
4707,Hardtop,Jeanneau power boats,"new boat from stock,Diesel",2020,10.56,3.32,GRP,249,Switzerland , VierwaldstÃ¤ttersee ,337541.04000000004
4708,Flybridge,Sealine power boats,"Used boat,Diesel",2007,15.67,4.58,GRP,237,Greece , auf Anfrage / on request / Griechenland,306340.0
4710,Motor Yacht,Azimut power boats,"Used boat,Diesel",2007,13.11,4.22,GRP,95,Croatia (Hrvatska) , INFO BOOTE RIEDL SUKOSAN,306340.0
4715,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2012,13.88,4.25,PVC,33,France ," BORMES LES MIMOSAS, France",306340.0
4718,Hardtop,Pershing power boats,"Used boat,Diesel",2004,16.69,4.7,GRP,29,Croatia (Hrvatska) , Zadar,306340.0
4719,Motor Yacht,Pershing power boats,"Used boat,Diesel",2004,16.7,4.7,GRP,193,Austria , Kroatien ,306340.0
4720,Motor Yacht,Jeanneau power boats,"new boat from stock,Diesel",2020,10.5,3.32,GRP,53,Germany , BÃ¶nningstedt,305810.0
4724,Wakeboard/Wakesurf,Nautique power boats,"new boat on order,Unleaded",2020,7.65,2.59,GRP,145,Germany , Rheinland-Pfalz ,304008.0
4725,Motor Yacht,Jeanneau power boats,"new boat from stock,Diesel",2014,13.69,4.11,GRP,45,Denmark , Frankrig,298200.0
4726,Pilothouse,Delta Powerboats power boats,"new boat from stock,Diesel",2020,10.7,3.1,GRP,370,Switzerland , Lake Constance ,302577.0
4727,Flybridge,Sealine power boats,"Used boat,Diesel",2011,13.96,4.51,GRP,96,France , Seyne sur Mer,260000.0
4732,Motor Yacht,Jeanneau power boats,"Used boat,Diesel",2013,13.36,4.16,GRP,144,Spain , Alicante,302100.0
4735,Motor Yacht,Fairline power boats,"new boat from stock,Diesel",2006,14.34,4.01,GRP,62,Denmark , Frankrig,294000.0
4736,Trawler,Grand Banks power boats,"Used boat,Diesel",2001,14.63,4.06,GRP,96,Germany , GroÃbritannien,298920.0
4737,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2011,13.88,4.25,PVC,47,United Kingdom ," Hamble, Hamble",256950.0
4741,Motor Yacht,De Boarnstream power boats,"Display Model,Diesel",2016,10.86,3.6,Steel,236,Switzerland , Lake Constance ,296800.0
4745,Motor Yacht,Sunseeker power boats,Used boat,2006,17.04,4.6,GRP,231,Spain , Mallorca ,296800.0
4747,Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2016,11.5,3.85,GRP,46,France , CÃ´te d'Azur ,296800.0
4748,Motor Yacht,Astondoa power boats,"Used boat,Diesel",2003,16.45,4.65,GRP,23,Croatia (Hrvatska) , INFO DD-YACHTING,296800.0
4749,Hardtop,Azimut power boats,"Used boat,Diesel",2008,13.37,4.22,GRP,95,Italy , Campania ,296800.0
4754,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2010,14.63,4.27,GRP,102,Malta , San ?iljan,296800.0
4756,Trawler,Grand Banks power boats,"Used boat,Diesel",1996,14.35,4.5,GRP,184,France , PACA ,296800.0
4757,"Motor Yacht,Trawler",Linssen power boats,"Used boat,Diesel",1998,14.98,4.88,Steel,312,Germany , Niedersachsen ,296800.0
4758,Sport Boat,Baja power boats,"Used boat,Unleaded",2001,13.43,2.9,Plastic,241,Latvia , riga ,296800.0
4761,Motor Yacht,Jeanneau power boats,"new boat from stock,Diesel",2020,10.53,3.32,GRP,106,Germany , Bayern ,296694.0
4762,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2019,11.29,4.03,PVC,55,France ," BORMES LES MIMOSAS, France",295740.0
4763,Motor Yacht,Fairline power boats,"Used boat,Diesel",2007,14.78,3.99,GRP,169,Germany , Elbe ,295740.0
4764,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2011,13.88,4.25,PVC,44,France ," Ajaccio, France",295740.0
4765,Hardtop,Jeanneau power boats,"new boat from stock,Diesel",2020,10.56,3.27,PVC,31,France ," BORMES LES MIMOSAS, France",295740.0
4768,Hardtop,Bavaria power boats,"Used boat,Diesel",2016,13.29,3.97,GRP,128,Germany , Nordsee ,295740.0
4769,Hardtop,Sunseeker power boats,"Used boat,Diesel",2004,16.99,4.6,GRP,118,Germany , Nordrhein-Westfalen ,295740.0
4770,Pilothouse,Cobrey power boats,"new boat from stock,Unleaded",2020,9.8,3.19,GRP,309,Switzerland , Lake Constance ,295516.34
4772,Motor Yacht,Azimut power boats,"new boat from stock,Diesel",2020,10.25,3.5,GRP,227,Italy , noch in Produktion,294680.0
4774,Motor Yacht,Cranchi power boats,Used boat,2018,11.7,3.53,GRP,71,Croatia (Hrvatska) , onbekend,294680.0
4775,House Boat,Altena power boats,"Used boat,Diesel",2002,15.3,4.4,Steel,525,Switzerland , Neuenburgersee ,324000.0
4776,Motor Yacht,Monterey power boats,"new boat from stock,Unleaded",2017,10.7,3.4,GRP,75,Switzerland , 3421 Lyssach,323892.0
4777,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2018,11.29,4.03,PVC,51,France ," LA GRANDE MOTTE, LA GRANDE MOTTE",293620.0
4778,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2008,14.95,4.3,GRP,67,Spain , Alicante,293620.0
4780,Hardtop,Grandezza power boats,"new boat on order,Diesel",2020,10.03,3.23,GRP,132,Germany , Baden-WÃ¼rttemberg ,292772.0
4781,Hardtop,Saga power boats,"Display Model,Diesel",2020,9.78,3.25,GRP,250,Switzerland , VierwaldstÃ¤ttersee ,321840.0
4782,Hardtop,Marex power boats,"new boat from stock,Diesel",2020,9.46,3.24,GRP,252,Switzerland , VierwaldstÃ¤ttersee ,291971.7
4783,Sport Boat,Apreamare power boats,"Used boat,Diesel",2003,12.2,4.5,GRP,44,Italy , Sardegna ,291500.0
4784,Motor Yacht,Fairline power boats,"Used boat,Diesel",2008,13.1,4.0,GRP,153,Croatia (Hrvatska) , INFO DD-YACHTING KROATIEN,291500.0
4785,Hardtop,Sealine power boats,"Used boat,Diesel",2010,14.02,4.48,GRP,105,Germany , INFO DD-YACHTING DEUTSCHLAND,291500.0
4787,Flybridge,Fairline power boats,Used boat,1995,19.04,4.85,GRP,73,Finland ," Turku, (FI)",291500.0
4788,Flybridge,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2019,11.37,3.8,PVC,44,France ," La Seyne-sur-Mer, France",291500.0
4789,Hardtop,Sunseeker power boats,"Used boat,Diesel",2005,16.15,1.4,GRP,62,Spain , Mallorca ,291500.0
4790,Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2011,13.88,4.25,PVC,81,France ," LORIENT, LORIENT",291500.0
4792,Motor Yacht,Sessa power boats,"Used boat,Diesel",2012,11.7,3.75,GRP,49,Spain , Mallorca ,291500.0
4793,Trawler,van der Heijden power boats,Used boat,2005,14.95,4.5,Steel,53,Netherlands , In verkoophaven,291500.0
4794,Motor Yacht,Cobra Yachts power boats,"Display Model,Diesel",2019,11.4,3.5,GRP,159,Poland , Werft,291498.94
4795,Hardtop,Bavaria power boats,"Used boat,Diesel",2011,14.3,4.41,GRP,74,Italy , Tyrrhenian sea,291394.0
4797,Motor Yacht,Jeanneau power boats,"new boat from stock,Diesel",2019,10.5,3.32,GRP,132,Germany , Bayern ,291394.0
4798,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2007,14.97,4.3,GRP,119,Sweden , Stockholm,249950.0
4799,Motor Yacht,Canados power boats,"Used boat,Diesel",1995,18.29,5.46,GRP,70,United Kingdom , Southampton,249995.0
4800,Hardtop,Jeanneau power boats,"Used boat,Diesel",2019,10.52,3.05,PVC,78,United Kingdom ," Burton Waters, Burton Waters",249950.0
4801,Cabin Boat,Invictus power boats,"new boat from stock,Unleaded",2020,11.4,3.5,GRP,178,Switzerland , Lake Geneva ,290440.0
4802,Passenger boat,Hitzler-Werft Regensburg power boats,"Used boat,Diesel",1910,13.3,3.12,Steel,245,Switzerland , VierwaldstÃ¤ttersee ,318600.0
4803,Flybridge,Astondoa power boats,"Used boat,Diesel",2003,13.9,4.3,GRP,408,Switzerland , Locarno,318600.0
4804,Motor Yacht,Fairline power boats,"Used boat,Diesel",2006,15.79,4.5,GRP,1107,Switzerland , Lake of Zurich ,318600.0
4805,Cabin Boat,Delta Powerboats power boats,"new boat from stock,Diesel",2020,10.7,3.1,GRP,220,Switzerland , Lake Constance ,288320.0
4807,Bowrider,Chris Craft power boats,"new boat from stock,Unleaded",2020,8.13,2.59,GRP,183,Switzerland , Lago Maggiore ,316980.0
4808,"Classic,House Boat,Motor Yacht",Lavagna power boats,"Used boat,Diesel",1967,18.5,4.95,Wood,578,France , Alpes Maritimes ,313200.0
4810,Flybridge,Diano power boats,"Used boat,Diesel",1991,22.8,5.75,Wood,65,Italy , Mar Tirreno,286200.0
4812,Flybridge,Sealine power boats,"Used boat,Diesel",2010,14.1,4.48,GRP,102,Croatia (Hrvatska) , INFO DD-YACHTING,286200.0
4814,Motor Yacht,Fairline power boats,Used boat,2008,15.0,4.0,GRP,42,Spain , Alicante,286200.0
4815,Hardtop,Innovazioni e Progetti power boats,"Used boat,Diesel",2009,14.7,4.64,GRP,64,Italy , Campania ,286200.0
4816,Flybridge,Sealine power boats,Used boat,2010,14.1,4.48,GRP,54,Croatia (Hrvatska) , Dalmatia (HR),286200.0
4818,Hardtop,BÃ©nÃ©teau power boats,"Used boat,Diesel",2018,12.67,3.85,GRP,70,Croatia (Hrvatska) , KROATIEN,286200.0
4821,Hardtop,Rizzardi power boats,"Used boat,Diesel",2005,14.8,4.4,GRP,116,Italy , Lazio ,286200.0
4822,Hardtop,Pershing power boats,Used boat,2002,16.7,4.7,GRP,115,Italy , Campania ,286200.0
4824,Flybridge,Azimut power boats,"Used boat,Diesel",2007,12.9,4.29,GRP,84,Austria , INFO BOOTE RIEDL,286094.0
4825,Flybridge,Fairline power boats,"Used boat,Diesel",2003,15.79,4.5,GRP,185,Netherlands , Gelderland ,285140.0
4826,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2014,13.22,4.41,GRP,54,Italy , Tirreno Meridionale,285140.0
4827,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2014,13.22,4.41,GRP,126,Italy , Tirreno Meridionale,285140.0
4828,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2014,13.22,4.41,GRP,99,Italy , Tirreno Meridionale,285140.0
4829,Motor Yacht,Bavaria power boats,"Used boat,Diesel",2014,13.22,4.41,GRP,171,Italy , Tirreno Meridionale,285140.0
4830,Flybridge,Galeon power boats,"Used boat,Diesel",2012,11.98,3.75,GRP,408,Germany , Rhein ,285140.0
4831,Flybridge,Fairline power boats,"Used boat,Diesel",2001,17.05,4.65,PVC,100,United Kingdom ," Ardrossan, Ardrossan",245000.0
4832,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,14.97,4.3,GRP,48,Portugal , Vilamoura,245000.0
4836,Runabout,Comitti power boats,"Display Model,Unleaded",2019,11.0,2.99,GRP,243,Switzerland , Lake Constance ,284080.0
4838,"Classic,Runabout",Comitti power boats,new boat from stock,2018,11.0,2.99,GRP,285,Switzerland , Lago Maggiore ,311040.0
